Using report1.sqlite for SQL queries.
Running [/nfs/c3po/software/spack/opt/spack/linux-ubuntu20.04-x86_64/gcc-9.3.0/cuda-11.6.0-bs5m5wvrn6c236edh2l3yr6bajgkhz72/nsight-systems-2021.5.2/target-linux-x64/reports/nvtxsum.py report1.sqlite]... 

 Time (%)  Total Time (ns)  Instances    Avg (ns)      Med (ns)     Min (ns)    Max (ns)   StdDev (ns)   Style                                         Range                                       
      0.0             6823          1        6823.0        6823.0        6823        6823          0.0  PushPop  TSL:XlaPassPipeline:#name=nvptx post-layout_assignment part 2,module=jit_convert_…
      0.0             6813          1        6813.0        6813.0        6813        6813          0.0  PushPop  TSL:XlaPassPipeline:#name=nvptx post-layout_assignment part 2,module=jit_add,prog…
      0.0             6812          2        3406.0        3406.0        3386        3426         28.3  PushPop  TSL:XlaPass:#name=float-normalization-f8e4m3fn,module=jit__threefry_seed,program_…
      0.0             6803          1        6803.0        6803.0        6803        6803          0.0  PushPop  TSL:XlaPass:#name=all-reduce-reassociate,module=jit_add,program_id=28#            
      0.0             6803          1        6803.0        6803.0        6803        6803          0.0  PushPop  TSL:XlaPass:#name=hlo-verifier,module=jit_true_divide,program_id=33#              
      0.0             6803          1        6803.0        6803.0        6803        6803          0.0  PushPop  TSL:XlaPass:#name=multi_output_fusion,module=jit_sqrt,program_id=35#              
      0.0             6803          1        6803.0        6803.0        6803        6803          0.0  PushPop  TSL:XlaPass:#name=reduce-scatter-combiner,module=jit_tree_bias_correction,program…
      0.0             6793          1        6793.0        6793.0        6793        6793          0.0  PushPop  TSL:XlaPassPipeline:#name=nvptx post-layout_assignment part 2,module=jit_integer_…
      0.0             6783          1        6783.0        6783.0        6783        6783          0.0  PushPop  TSL:XlaPass:#name=hlo-verifier,module=jit_true_divide,program_id=36#              
      0.0             6782          1        6782.0        6782.0        6782        6782          0.0  PushPop  TSL:XlaPass:#name=reshape_mover_after_conv_canonicalization,module=jit_sqrt,progr…
      0.0             6773          2        3386.5        3386.5        3286        3487        142.1  PushPop  TSL:XlaPass:#name=float-normalization-f8e4m3fnuz,module=jit__threefry_seed,progra…
      0.0             6773          4        1693.3        1688.5        1503        1893        203.7  PushPop  TSL:XlaPass:#name=while-loop-constant-sinking,module=jit__std,program_id=44#      
      0.0             6773          1        6773.0        6773.0        6773        6773          0.0  PushPop  TSL:XlaPassPipeline:#name=p2p-schedule-preparation,module=jit__where,program_id=2…
      0.0             6763          2        3381.5        3381.5        2885        3878        702.2  PushPop  TSL:XlaPass:#name=sanitize-constant-names,module=jit_broadcast_in_dim,program_id=…
      0.0             6763          3        2254.3        2014.0        1853        2896        561.5  PushPop  TSL:XlaPass:#name=zero_sized_hlo_elimination,module=jit__where,program_id=29#     
      0.0             6763          1        6763.0        6763.0        6763        6763          0.0  PushPop  TSL:XlaPassPipeline:#name=reshape_mover_after_conv_canonicalization,module=jit_le…
      0.0             6753          1        6753.0        6753.0        6753        6753          0.0  PushPop  TSL:XlaPassPipeline:#name=post-fusion-simplification-pipeline optimization,module…
      0.0             6753          1        6753.0        6753.0        6753        6753          0.0  PushPop  TSL:XlaPassPipeline:#name=post-fusion-simplification-pipeline optimization,module…
      0.0             6753          1        6753.0        6753.0        6753        6753          0.0  PushPop  TSL:XlaPassPipeline:#name=sharding-removal,module=jit_integer_pow,program_id=15#  
      0.0             6752          1        6752.0        6752.0        6752        6752          0.0  PushPop  TSL:XlaPass:#name=all-gather-combiner,module=jit_broadcast_in_dim,program_id=9#   
      0.0             6733          5        1346.6        1012.0         861        2455        672.8  PushPop  TSL:XlaPass:#name=cse,module=jit_convert_element_type,program_id=7#               
      0.0             6733          2        3366.5        3366.5        2986        3747        538.1  PushPop  TSL:XlaPass:#name=sanitize-constant-names,module=jit_convert_element_type,program…
      0.0             6733          1        6733.0        6733.0        6733        6733          0.0  PushPop  TSL:XlaPassPipeline:#name=p2p-schedule-preparation,module=jit__threefry_seed,prog…
      0.0             6723          3        2241.0        1803.0        1664        3256        881.8  PushPop  TSL:XlaPass:#name=zero_sized_hlo_elimination,module=jit__unstack,program_id=3#    
      0.0             6722          1        6722.0        6722.0        6722        6722          0.0  PushPop  TSL:XlaPass:#name=convert-memory-placement-to-internal-annotations,module=jit__me…
      0.0             6693          1        6693.0        6693.0        6693        6693          0.0  PushPop  TSL:XlaPass:#name=rename_fusions,module=jit_add,program_id=31#                    
      0.0             6692          1        6692.0        6692.0        6692        6692          0.0  PushPop  TSL:XlaPass:#name=hlo-verifier,module=jit_add,program_id=20#                      
      0.0             6692          1        6692.0        6692.0        6692        6692          0.0  PushPop  TSL:XlaPassPipeline:#name=simplification-2,module=jit_sqrt,program_id=38#         
      0.0             6683          1        6683.0        6683.0        6683        6683          0.0  PushPop  TSL:XlaPass:#name=simplify_after_conv_canonicalization,module=jit_sqrt,program_id…
      0.0             6673          1        6673.0        6673.0        6673        6673          0.0  PushPop  TSL:XlaPass:#name=all-reduce-reassociate,module=jit_add,program_id=37#            
      0.0             6673          2        3336.5        3336.5        2866        3807        665.4  PushPop  TSL:XlaPass:#name=dot-merger,module=jit__threefry_split,program_id=2#             
      0.0             6673          1        6673.0        6673.0        6673        6673          0.0  PushPop  TSL:XlaPass:#name=eigh_expander,module=jit__threefry_split,program_id=2#          
      0.0             6673          1        6673.0        6673.0        6673        6673          0.0  PushPop  TSL:XlaPass:#name=rename_fusions,module=jit__threefry_seed,program_id=1#          
      0.0             6672          1        6672.0        6672.0        6672        6672          0.0  PushPop  TSL:XlaPass:#name=multi_output_fusion,module=jit_sqrt,program_id=32#              
      0.0             6672          1        6672.0        6672.0        6672        6672          0.0  PushPop  TSL:XlaPass:#name=stable-sort-expander,module=jit__threefry_split,program_id=2#   
      0.0             6663          1        6663.0        6663.0        6663        6663          0.0  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((2, 3), (1, 4)), ((), ())) precis…
      0.0             6663          1        6663.0        6663.0        6663        6663          0.0  PushPop  TSL:XlaPass:#name=simplify_after_conv_canonicalization,module=jit_broadcast_in_di…
      0.0             6662          1        6662.0        6662.0        6662        6662          0.0  PushPop  TSL:XlaPass:#name=comparison-expander,module=jit__threefry_split,program_id=2#    
      0.0             6662          1        6662.0        6662.0        6662        6662          0.0  PushPop  TSL:XlaPass:#name=convolution_4d_expander,module=jit__threefry_split,program_id=2#
      0.0             6662          1        6662.0        6662.0        6662        6662          0.0  PushPop  TSL:XlaPass:#name=cudnn_pad_for_convolutions,module=jit__normal,program_id=6#     
      0.0             6653          2        3326.5        3326.5        2054        4599       1799.6  PushPop  TSL:XlaPass:#name=convert-mover,module=jit__threefry_seed,program_id=1#           
      0.0             6653          3        2217.7        2185.0        2154        2314         84.9  PushPop  TSL:XlaPass:#name=simplify-fp-conversions,module=jit__std,program_id=44#          
      0.0             6642          1        6642.0        6642.0        6642        6642          0.0  PushPop  TSL:XlaPass:#name=cudnn_simplify_padding,module=jit_convert_element_type,program_…
      0.0             6613          2        3306.5        3306.5        3046        3567        368.4  PushPop  TSL:XlaPass:#name=convert-mover,module=jit_tree_bias_correction,program_id=30#    
      0.0             6612          1        6612.0        6612.0        6612        6612          0.0  PushPop  TSL:Thunk:#name=,hlo_op=loop_transpose_fusion.92#                                 
      0.0             6612          1        6612.0        6612.0        6612        6612          0.0  PushPop  TSL:XlaPass:#name=cudnn_simplify_padding,module=jit_true_divide,program_id=33#    
      0.0             6603          1        6603.0        6603.0        6603        6603          0.0  PushPop  TSL:XlaPass:#name=gpu-convert-async-collectives-to-sync,module=jit__normal,progra…
      0.0             6603          1        6603.0        6603.0        6603        6603          0.0  PushPop  TSL:XlaPass:#name=optimize_input_output_buffer_alias,module=jit_integer_pow,progr…
      0.0             6602          1        6602.0        6602.0        6602        6602          0.0  PushPop  TSL:XlaPass:#name=cudnn_simplify_padding,module=jit_add,program_id=23#            
      0.0             6602          1        6602.0        6602.0        6602        6602          0.0  PushPop  TSL:XlaPass:#name=hlo-verifier,module=jit_integer_pow,program_id=24#              
      0.0             6602          1        6602.0        6602.0        6602        6602          0.0  PushPop  TSL:XlaPassPipeline:#name=post-fusion-collectives optimization,module=jit__unstac…
      0.0             6592          1        6592.0        6592.0        6592        6592          0.0  PushPop  TSL:XlaPassPipeline:#name=reshape_mover_after_conv_canonicalization,module=jit_co…
      0.0             6583          2        3291.5        3291.5        2745        3838        772.9  PushPop  TSL:XlaPass:#name=sanitize-constant-names,module=jit_true_divide,program_id=33#   
      0.0             6582          1        6582.0        6582.0        6582        6582          0.0  PushPop  TSL:XlaPass:#name=simplify_after_conv_canonicalization,module=jit_sqrt,program_id…
      0.0             6573          1        6573.0        6573.0        6573        6573          0.0  PushPop  TSL:XlaPassPipeline:#name=reshape_mover_after_conv_canonicalization,module=jit__w…
      0.0             6563          1        6563.0        6563.0        6563        6563          0.0  PushPop  TSL:XlaPassPipeline:#name=post-fusion-simplification-pipeline optimization,module…
      0.0             6552          1        6552.0        6552.0        6552        6552          0.0  PushPop  TSL:XlaPass:#name=convert-memory-placement-to-internal-annotations,module=jit_int…
      0.0             6543          3        2181.0        1924.0        1713        2906        636.7  PushPop  TSL:XlaPass:#name=tuple-simplifier,module=jit_add,program_id=34#                  
      0.0             6533          1        6533.0        6533.0        6533        6533          0.0  PushPop  TSL:XlaPass:#name=all-reduce-reassociate,module=jit_add,program_id=20#            
      0.0             6533          1        6533.0        6533.0        6533        6533          0.0  PushPop  TSL:XlaPass:#name=all-reduce-reassociate,module=jit_integer_pow,program_id=26#    
      0.0             6533          1        6533.0        6533.0        6533        6533          0.0  PushPop  TSL:XlaPassPipeline:#name=post-scheduling-passes,module=jit_convert_element_type,…
      0.0             6532          1        6532.0        6532.0        6532        6532          0.0  PushPop  TSL:XlaPass:#name=all-gather-combiner,module=jit__threefry_seed,program_id=1#     
      0.0             6532          1        6532.0        6532.0        6532        6532          0.0  PushPop  TSL:XlaPass:#name=all-reduce-reassociate,module=jit_add,program_id=17#            
      0.0             6532          1        6532.0        6532.0        6532        6532          0.0  PushPop  TSL:XlaPass:#name=collectives-schedule-linearizer,module=jit__normal,program_id=4#
      0.0             6532          1        6532.0        6532.0        6532        6532          0.0  PushPop  TSL:XlaPass:#name=cudnn_simplify_padding,module=jit_add,program_id=20#            
      0.0             6532          1        6532.0        6532.0        6532        6532          0.0  PushPop  TSL:XlaPass:#name=dynamic-index-splitter,module=jit__threefry_split,program_id=2# 
      0.0             6523          1        6523.0        6523.0        6523        6523          0.0  PushPop  TSL:XlaPass:#name=collective-permute-decomposer,module=jit__threefry_split,progra…
      0.0             6523          1        6523.0        6523.0        6523        6523          0.0  PushPop  TSL:XlaPass:#name=stochastic_convert_decomposer,module=jit__threefry_split,progra…
      0.0             6523          3        2174.3        2064.0        1764        2695        475.2  PushPop  TSL:XlaPass:#name=tuple-simplifier,module=jit_tree_bias_correction,program_id=30# 
      0.0             6523          1        6523.0        6523.0        6523        6523          0.0  PushPop  TSL:XlaPassPipeline:#name=post-fusion-simplification-pipeline optimization,module…
      0.0             6522          1        6522.0        6522.0        6522        6522          0.0  PushPop  TSL:XlaPass:#name=gpu-conv-algorithm-picker,module=jit__normal,program_id=6#      
      0.0             6513          1        6513.0        6513.0        6513        6513          0.0  PushPop  TSL:XlaPassPipeline:#name=nvptx post-layout_assignment part 2,module=jit_add,prog…
      0.0             6512          1        6512.0        6512.0        6512        6512          0.0  PushPop  TSL:XlaPass:#name=cudnn_simplify_padding,module=jit_integer_pow,program_id=25#    
      0.0             6512          1        6512.0        6512.0        6512        6512          0.0  PushPop  TSL:XlaPass:#name=hlo-verifier,module=jit_integer_pow,program_id=26#              
      0.0             6512          1        6512.0        6512.0        6512        6512          0.0  PushPop  TSL:XlaPassPipeline:#name=post-fusion-collectives optimization,module=jit_add,pro…
      0.0             6502          1        6502.0        6502.0        6502        6502          0.0  PushPop  TSL:XlaPassPipeline:#name=horizontal-loop-fusion-for-copy,module=jit_broadcast_in…
      0.0             6493          1        6493.0        6493.0        6493        6493          0.0  PushPop  TSL:XlaPass:#name=logistic-expander,module=jit__threefry_split,program_id=2#      
      0.0             6492          1        6492.0        6492.0        6492        6492          0.0  PushPop  TSL:XlaPassPipeline:#name=post-fusion-collectives optimization,module=jit_sqrt,pr…
      0.0             6482          1        6482.0        6482.0        6482        6482          0.0  PushPop  TSL:XlaPassPipeline:#name=simplify_after_conv_canonicalization,module=jit_integer…
      0.0             6473          1        6473.0        6473.0        6473        6473          0.0  PushPop  TSL:XlaPassPipeline:#name=post-fusion-simplification-pipeline optimization,module…
      0.0             6473          1        6473.0        6473.0        6473        6473          0.0  PushPop  TSL:XlaPassPipeline:#name=post-fusion-simplification-pipeline optimization,module…
      0.0             6472          1        6472.0        6472.0        6472        6472          0.0  PushPop  TSL:XlaPass:#name=optimize_input_output_buffer_alias,module=jit_multiply,program_…
      0.0             6472          1        6472.0        6472.0        6472        6472          0.0  PushPop  TSL:XlaPass:#name=simplify_after_conv_canonicalization,module=jit_convert_element…
      0.0             6463          2        3231.5        3231.5        3207        3256         34.6  PushPop  TSL:XlaPass:#name=float-normalization-f8e5m2fnuz,module=jit_convert_element_type,…
      0.0             6462          1        6462.0        6462.0        6462        6462          0.0  PushPop  TSL:XlaPass:#name=cudnn_simplify_padding,module=jit_broadcast_in_dim,program_id=8#
      0.0             6462          1        6462.0        6462.0        6462        6462          0.0  PushPop  TSL:XlaPass:#name=stream-attribute-annotator,module=jit_tree_bias_correction,prog…
      0.0             6462          1        6462.0        6462.0        6462        6462          0.0  PushPop  TSL:XlaPassPipeline:#name=simplification-2,module=jit_convert_element_type,progra…
      0.0             6462          1        6462.0        6462.0        6462        6462          0.0  PushPop  TSL:XlaPassPipeline:#name=simplify_after_conv_canonicalization,module=jit_convert…
      0.0             6452          1        6452.0        6452.0        6452        6452          0.0  PushPop  TSL:XlaPass:#name=cudnn_vectorize_convolutions,module=jit__normal,program_id=4#   
      0.0             6452          1        6452.0        6452.0        6452        6452          0.0  PushPop  TSL:XlaPass:#name=qr_expander,module=jit__threefry_split,program_id=2#            
      0.0             6452          1        6452.0        6452.0        6452        6452          0.0  PushPop  TSL:XlaPassPipeline:#name=post-fusion-simplification-pipeline optimization,module…
      0.0             6442          1        6442.0        6442.0        6442        6442          0.0  PushPop  TSL:Thunk:#name=,hlo_op=input_reduce_fusion.26#                                   
      0.0             6442          1        6442.0        6442.0        6442        6442          0.0  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((2,), (0,)), ((), ())) precision=…
      0.0             6442          1        6442.0        6442.0        6442        6442          0.0  PushPop  TSL:XlaPassPipeline:#name=simplification-2,module=jit_integer_pow,program_id=21#  
      0.0             6441          3        2147.0        1923.0        1462        3056        820.3  PushPop  TSL:XlaPass:#name=cublas-gemm-rewriter,module=jit_convert_element_type,program_id…
      0.0             6433          1        6433.0        6433.0        6433        6433          0.0  PushPop  TSL:XlaPass:#name=convert-memory-placement-to-internal-annotations,module=jit_con…
      0.0             6432          1        6432.0        6432.0        6432        6432          0.0  PushPop  TSL:XlaPass:#name=algorithm-checker,module=jit__std,program_id=44#                
      0.0             6432          1        6432.0        6432.0        6432        6432          0.0  PushPop  TSL:XlaPass:#name=simplify_after_conv_canonicalization,module=jit_convert_element…
      0.0             6432          1        6432.0        6432.0        6432        6432          0.0  PushPop  TSL:XlaPass:#name=while-loop-all-reduce-code-motion,module=jit__std,program_id=44#
      0.0             6422          1        6422.0        6422.0        6422        6422          0.0  PushPop  TSL:XlaPass:#name=all-gather-combiner,module=jit_broadcast_in_dim,program_id=10#  
      0.0             6422          1        6422.0        6422.0        6422        6422          0.0  PushPop  TSL:XlaPassPipeline:#name=post-fusion-simplification-pipeline optimization,module…
      0.0             6412          1        6412.0        6412.0        6412        6412          0.0  PushPop  TSL:XlaPassPipeline:#name=nvptx post-layout_assignment part 2,module=jit_integer_…
      0.0             6402          2        3201.0        3201.0        3076        3326        176.8  PushPop  TSL:XlaPass:#name=float-normalization-f8e4m3fn,module=jit_convert_element_type,pr…
      0.0             6382          1        6382.0        6382.0        6382        6382          0.0  PushPop  TSL:XlaPass:#name=all-gather-optimizer,module=jit_sqrt,program_id=38#             
      0.0             6382          1        6382.0        6382.0        6382        6382          0.0  PushPop  TSL:XlaPassPipeline:#name=post-scheduling-passes,module=jit_convert_element_type,…
      0.0             6372          1        6372.0        6372.0        6372        6372          0.0  PushPop  TSL:XlaPassPipeline:#name=simplify_after_conv_canonicalization,module=jit_integer…
      0.0             6362          1        6362.0        6362.0        6362        6362          0.0  PushPop  TSL:XlaPass:#name=all-reduce-combiner,module=jit__std,program_id=44#              
      0.0             6362          1        6362.0        6362.0        6362        6362          0.0  PushPop  TSL:XlaPassPipeline:#name=nvptx post-layout_assignment part 2,module=jit_convert_…
      0.0             6362          1        6362.0        6362.0        6362        6362          0.0  PushPop  TSL:XlaPassPipeline:#name=post-fusion-simplification-pipeline optimization,module…
      0.0             6353          2        3176.5        3176.5        2756        3597        594.7  PushPop  TSL:XlaPass:#name=sanitize-constant-names,module=jit_sqrt,program_id=32#          
      0.0             6352          1        6352.0        6352.0        6352        6352          0.0  PushPop  TSL:XlaPassPipeline:#name=simplification-2,module=jit_convert_element_type,progra…
      0.0             6342          1        6342.0        6342.0        6342        6342          0.0  PushPop  TSL:XlaPassPipeline:#name=nvptx post-layout_assignment part 2,module=jit_integer_…
      0.0             6342          1        6342.0        6342.0        6342        6342          0.0  PushPop  TSL:XlaPassPipeline:#name=post-fusion-collectives optimization,module=jit_add,pro…
      0.0             6342          1        6342.0        6342.0        6342        6342          0.0  PushPop  TSL:XlaPassPipeline:#name=post-fusion-simplification-pipeline optimization,module…
      0.0             6332          1        6332.0        6332.0        6332        6332          0.0  PushPop  TSL:XlaPassPipeline:#name=p2p-schedule-preparation,module=jit_convert_element_typ…
      0.0             6322          1        6322.0        6322.0        6322        6322          0.0  PushPop  TSL:XlaPassPipeline:#name=reshape_mover_after_conv_canonicalization,module=jit_tr…
      0.0             6322          1        6322.0        6322.0        6322        6322          0.0  PushPop  TSL:XlaPassPipeline:#name=simplify_after_conv_canonicalization,module=jit__where,…
      0.0             6312          1        6312.0        6312.0        6312        6312          0.0  PushPop  TSL:XlaPass:#name=all-reduce-reassociate,module=jit_add,program_id=23#            
      0.0             6312          1        6312.0        6312.0        6312        6312          0.0  PushPop  TSL:XlaPass:#name=dot-merger,module=jit_integer_pow,program_id=25#                
      0.0             6310          5        1262.0        1072.0         962        1913        394.0  PushPop  TSL:XlaPass:#name=cse,module=jit_convert_element_type,program_id=12#              
      0.0             6302          1        6302.0        6302.0        6302        6302          0.0  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((1,), (2,)), ((3,), (3,))) precis…
      0.0             6302          1        6302.0        6302.0        6302        6302          0.0  PushPop  TSL:XlaPassPipeline:#name=reshape_mover_after_conv_canonicalization,module=jit_in…
      0.0             6301          3        2100.3        1552.0        1353        3396       1126.5  PushPop  TSL:XlaPass:#name=cublas-gemm-rewriter,module=jit_integer_pow,program_id=18#      
      0.0             6292          1        6292.0        6292.0        6292        6292          0.0  PushPop  TSL:XlaPass:#name=dynamic-dimension-simplifier,module=jit__mean,program_id=45#    
      0.0             6292          2        3146.0        3146.0        2445        3847        991.4  PushPop  TSL:XlaPass:#name=sanitize-constant-names,module=jit_integer_pow,program_id=21#   
      0.0             6292          1        6292.0        6292.0        6292        6292          0.0  PushPop  TSL:XlaPassPipeline:#name=nvptx post-layout_assignment part 2,module=jit__unstack…
      0.0             6282          1        6282.0        6282.0        6282        6282          0.0  PushPop  TSL:XlaPass:#name=all-gather-combiner,module=jit_broadcast_in_dim,program_id=8#   
      0.0             6282          1        6282.0        6282.0        6282        6282          0.0  PushPop  TSL:XlaPassPipeline:#name=post-fusion-collectives optimization,module=jit_integer…
      0.0             6281          1        6281.0        6281.0        6281        6281          0.0  PushPop  TSL:XlaPass:#name=rename_fusions,module=jit_add,program_id=37#                    
      0.0             6272          3        2090.7        1823.0        1523        2926        738.8  PushPop  TSL:XlaPass:#name=zero_sized_hlo_elimination,module=jit_convert_element_type,prog…
      0.0             6272          1        6272.0        6272.0        6272        6272          0.0  PushPop  TSL:XlaPassPipeline:#name=nvptx post-layout_assignment part 2,module=jit_add,prog…
      0.0             6271          3        2090.3        2154.0        1653        2464        409.2  PushPop  TSL:XlaPass:#name=tuple-simplifier,module=jit_convert_element_type,program_id=11# 
      0.0             6262          1        6262.0        6262.0        6262        6262          0.0  PushPop  TSL:Thunk:#name=,hlo_op=input_reduce_fusion.16#                                   
      0.0             6262          2        3131.0        3131.0        3086        3176         63.6  PushPop  TSL:XlaPass:#name=float-normalization-f8e5m2,module=jit__where,program_id=29#     
      0.0             6262          1        6262.0        6262.0        6262        6262          0.0  PushPop  TSL:XlaPass:#name=reduce-scatter-combiner,module=jit__std,program_id=44#          
      0.0             6262          2        3131.0        3131.0        2665        3597        659.0  PushPop  TSL:XlaPass:#name=sanitize-constant-names,module=jit_broadcast_in_dim,program_id=…
      0.0             6262          2        3131.0        3131.0        2675        3587        644.9  PushPop  TSL:XlaPass:#name=simplify-while-loops,module=jit__mean,program_id=45#            
      0.0             6261          2        3130.5        3130.5        3115        3146         21.9  PushPop  TSL:XlaPass:#name=float-normalization-f8e5m2fnuz,module=jit_less,program_id=27#   
      0.0             6252          1        6252.0        6252.0        6252        6252          0.0  PushPop  TSL:XlaPass:#name=all-reduce-reassociate,module=jit_add,program_id=31#            
      0.0             6242          1        6242.0        6242.0        6242        6242          0.0  PushPop  TSL:XlaCompileCudnnFusion:#module=jit__normal,program_id=6#                       
      0.0             6242          2        3121.0        3121.0        2635        3607        687.3  PushPop  TSL:XlaPass:#name=convert-mover,module=jit__mean,program_id=45#                   
      0.0             6242          2        3121.0        3121.0        1994        4248       1593.8  PushPop  TSL:XlaPass:#name=topk-decomposer,module=jit_multiply,program_id=16#              
      0.0             6242          1        6242.0        6242.0        6242        6242          0.0  PushPop  TSL:XlaPassPipeline:#name=post-fusion-collectives optimization,module=jit_integer…
      0.0             6242          1        6242.0        6242.0        6242        6242          0.0  PushPop  TSL:XlaPassPipeline:#name=simplify_after_conv_canonicalization,module=jit_add,pro…
      0.0             6232          1        6232.0        6232.0        6232        6232          0.0  PushPop  TSL:Thunk:#name=transpose[permutation=(0, 1, 4, 5, 2, 3, 6)],hlo_op=loop_transpos…
      0.0             6232          1        6232.0        6232.0        6232        6232          0.0  PushPop  TSL:XlaPass:#name=convert-memory-placement-to-internal-annotations,module=jit_mul…
      0.0             6232          1        6232.0        6232.0        6232        6232          0.0  PushPop  TSL:XlaPass:#name=cudnn_simplify_padding,module=jit_sqrt,program_id=38#           
      0.0             6232          2        3116.0        3116.0        3106        3126         14.1  PushPop  TSL:XlaPass:#name=float-normalization-f8e4m3fnuz,module=jit_convert_element_type,…
      0.0             6232          1        6232.0        6232.0        6232        6232          0.0  PushPop  TSL:XlaPass:#name=variadic-op-splitter,module=jit__normal,program_id=4#           
      0.0             6222          2        3111.0        3111.0        2565        3657        772.2  PushPop  TSL:XlaPass:#name=convert-mover,module=jit_multiply,program_id=16#                
      0.0             6222          1        6222.0        6222.0        6222        6222          0.0  PushPop  TSL:XlaPass:#name=cudnn_simplify_padding,module=jit_integer_pow,program_id=26#    
      0.0             6212          1        6212.0        6212.0        6212        6212          0.0  PushPop  TSL:Thunk:#name=,hlo_op=loop_slice_transpose_fusion#                              
      0.0             6212          1        6212.0        6212.0        6212        6212          0.0  PushPop  TSL:Thunk:#name=transpose[permutation=(0, 4, 1, 2, 3)],hlo_op=loop_transpose_fusi…
      0.0             6212          2        3106.0        3106.0        2585        3627        736.8  PushPop  TSL:XlaPass:#name=convert-mover,module=jit_multiply,program_id=22#                
      0.0             6212          1        6212.0        6212.0        6212        6212          0.0  PushPop  TSL:XlaPass:#name=cudnn_simplify_padding,module=jit_integer_pow,program_id=24#    
      0.0             6212          2        3106.0        3106.0        2976        3236        183.8  PushPop  TSL:XlaPass:#name=float-normalization-f8e4m3b11fnuz,module=jit_convert_element_ty…
      0.0             6212          1        6212.0        6212.0        6212        6212          0.0  PushPop  TSL:XlaPassPipeline:#name=nvptx post-layout_assignment part 2,module=jit_true_div…
      0.0             6201          2        3100.5        3100.5        2444        3757        928.4  PushPop  TSL:XlaPass:#name=gpu_horizontal_loop_fusion,module=jit__unstack,program_id=3#    
      0.0             6201          1        6201.0        6201.0        6201        6201          0.0  PushPop  TSL:XlaPassPipeline:#name=p2p-schedule-preparation,module=jit_convert_element_typ…
      0.0             6192          2        3096.0        3096.0        2765        3427        468.1  PushPop  TSL:XlaPass:#name=convert-mover,module=jit_multiply,program_id=19#                
      0.0             6172          3        2057.3        1824.0        1503        2845        700.8  PushPop  TSL:XlaPass:#name=zero_sized_hlo_elimination,module=jit__threefry_seed,program_id…
      0.0             6171          1        6171.0        6171.0        6171        6171          0.0  PushPop  TSL:XlaPass:#name=cudnn_simplify_padding,module=jit_convert_element_type,program_…
      0.0             6162          1        6162.0        6162.0        6162        6162          0.0  PushPop  TSL:XlaPassPipeline:#name=post-scheduling-passes,module=jit_integer_pow,program_i…
      0.0             6161          1        6161.0        6161.0        6161        6161          0.0  PushPop  TSL:XlaPassPipeline:#name=simplify_after_conv_canonicalization,module=jit_add,pro…
      0.0             6152          2        3076.0        3076.0        2675        3477        567.1  PushPop  TSL:XlaPass:#name=reshape-decomposer,module=jit__std,program_id=44#               
      0.0             6152          1        6152.0        6152.0        6152        6152          0.0  PushPop  TSL:XlaPassPipeline:#name=simplify_after_conv_canonicalization,module=jit_convert…
      0.0             6152          1        6152.0        6152.0        6152        6152          0.0  PushPop  TSL:XlaPassPipeline:#name=simplify_after_conv_canonicalization,module=jit_true_di…
      0.0             6151          1        6151.0        6151.0        6151        6151          0.0  PushPop  TSL:XlaPassPipeline:#name=nvptx post-layout_assignment part 2,module=jit_add,prog…
      0.0             6142          1        6142.0        6142.0        6142        6142          0.0  PushPop  TSL:Thunk:#name=,hlo_op=loop_transpose_fusion.44#                                 
      0.0             6142          1        6142.0        6142.0        6142        6142          0.0  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((1, 3), (2, 5)), ((), ())) precis…
      0.0             6133          3        2044.3        1814.0        1173        3146       1006.5  PushPop  TSL:XlaPass:#name=cublas-gemm-rewriter,module=jit_convert_element_type,program_id…
      0.0             6132          1        6132.0        6132.0        6132        6132          0.0  PushPop  TSL:XlaPass:#name=cudnn_simplify_padding,module=jit_broadcast_in_dim,program_id=9#
      0.0             6132          1        6132.0        6132.0        6132        6132          0.0  PushPop  TSL:XlaPassPipeline:#name=post-scheduling-passes,module=jit_tree_bias_correction,…
      0.0             6132          1        6132.0        6132.0        6132        6132          0.0  PushPop  TSL:XlaPassPipeline:#name=simplification-2,module=jit_convert_element_type,progra…
      0.0             6131          2        3065.5        3065.5        1192        4939       2649.5  PushPop  TSL:XlaPass:#name=cublas-gemm-broadcast-folding-rewriter,module=jit_add,program_i…
      0.0             6122          1        6122.0        6122.0        6122        6122          0.0  PushPop  TSL:XlaPass:#name=cudnn_simplify_padding,module=jit_sqrt,program_id=35#           
      0.0             6122          1        6122.0        6122.0        6122        6122          0.0  PushPop  TSL:XlaPassPipeline:#name=post-fusion-collectives optimization,module=jit_less,pr…
      0.0             6121          1        6121.0        6121.0        6121        6121          0.0  PushPop  TSL:XlaPass:#name=convert-memory-placement-to-internal-annotations,module=jit_tre…
      0.0             6121          2        3060.5        3060.5        2514        3607        772.9  PushPop  TSL:XlaPass:#name=float-normalization-f8e5m2fnuz,module=jit_convert_element_type,…
      0.0             6121          1        6121.0        6121.0        6121        6121          0.0  PushPop  TSL:XlaPass:#name=variadic-op-splitter,module=jit__normal,program_id=5#           
