Using report1.sqlite for SQL queries.
Running [/nfs/c3po/software/spack/opt/spack/linux-ubuntu20.04-x86_64/gcc-9.3.0/cuda-11.6.0-bs5m5wvrn6c236edh2l3yr6bajgkhz72/nsight-systems-2021.5.2/target-linux-x64/reports/nvtxsum.py report1.sqlite]... 

 Time (%)  Total Time (ns)  Instances    Avg (ns)      Med (ns)     Min (ns)    Max (ns)   StdDev (ns)   Style                                         Range                                       
      0.0           465630         24       19401.3       16987.0       16041       34265       4246.8  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((2,), (1,)), ((), ())) precision=…
      0.0           464951          1      464951.0      464951.0      464951      464951          0.0  PushPop  TSL:XlaPass:#name=address-computation-fusion-rewriter,module=jit_wrapper,program_…
      0.0           464389          1      464389.0      464389.0      464389      464389          0.0  PushPop  TSL:XlaCompileBackend:#module=jit_integer_pow,program_id=15#                      
      0.0           463317          1      463317.0      463317.0      463317      463317          0.0  PushPop  TSL:XlaPass:#name=reduction-splitter,module=jit_wrapper,program_id=14#            
      0.0           461654          1      461654.0      461654.0      461654      461654          0.0  PushPop  TSL:XlaCompileBackend:#module=jit_integer_pow,program_id=21#                      
      0.0           461574          1      461574.0      461574.0      461574      461574          0.0  PushPop  TSL:XlaPass:#name=reduction-degenerate-dim-remover,module=jit_wrapper,program_id=…
      0.0           461103          1      461103.0      461103.0      461103      461103          0.0  PushPop  TSL:XlaEmitLlvmIr:#module=jit__threefry_split,program_id=2#                       
      0.0           459172         24       19132.2       16682.0       16071       34846       4269.4  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((2,), (1,)), ((), ())) precision=…
      0.0           454871          1      454871.0      454871.0      454871      454871          0.0  PushPop  TSL:XlaCompileBackend:#module=jit_integer_pow,program_id=18#                      
      0.0           453048         24       18877.0       16381.0       15910       34926       4412.8  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((1,), (0,)), ((), ())) precision=…
      0.0           452928          1      452928.0      452928.0      452928      452928          0.0  PushPop  TSL:XlaBufferAssignment:#module=jit__threefry_split,program_id=2#                 
      0.0           451893         24       18828.9       16531.0       15759       34124       4171.2  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((1,), (0,)), ((), ())) precision=…
      0.0           451525         24       18813.5       16556.5       15780       34235       4274.5  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((1,), (0,)), ((), ())) precision=…
      0.0           450733         23       19597.1       17353.0       16472       35106       4432.1  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((1,), (0,)), ((), ())) precision=…
      0.0           450403          1      450403.0      450403.0      450403      450403          0.0  PushPop  TSL:XlaCompileBackend:#module=jit_convert_element_type,program_id=41#             
      0.0           448790          1      448790.0      448790.0      448790      448790          0.0  PushPop  TSL:XlaPassPipeline:#name=optimization,module=jit__mean,program_id=45#            
      0.0           447007          1      447007.0      447007.0      447007      447007          0.0  PushPop  TSL:XlaPass:#name=triton-gemm-rewriter,module=jit_wrapper,program_id=42#          
      0.0           446813         24       18617.2       16601.5       15629       33533       3998.1  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((2,), (1,)), ((), ())) precision=…
      0.0           445703          1      445703.0      445703.0      445703      445703          0.0  PushPop  TSL:XlaCompileBackend:#module=jit_convert_element_type,program_id=7#              
      0.0           443600          1      443600.0      443600.0      443600      443600          0.0  PushPop  TSL:XlaPass:#name=operand_converter,module=jit_wrapper,program_id=42#             
      0.0           441938         24       18414.1       18309.5       10109       29015       3690.8  PushPop  TSL:Thunk:#name=,hlo_op=loop_cosine_exponential_minus_one_sine_fusion.1#          
      0.0           441526          1      441526.0      441526.0      441526      441526          0.0  PushPop  TSL:XlaPass:#name=reduction-degenerate-dim-remover,module=jit_wrapper,program_id=…
      0.0           441506         11       40136.9       40607.0       31410       45927       3379.8  PushPop  TSL:XlaPass:#name=transpose-folding,module=jit__normal,program_id=4#              
      0.0           440303         24       18346.0       15774.5       13275       79200      13115.7  PushPop  TSL:XlaModule:#prefix=jit(less)/jit(main),hlo_module=jit_less,program_id=27#      
      0.0           439180         24       18299.2       16155.0       15500       33523       4140.4  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((1,), (0,)), ((), ())) precision=…
      0.0           438991          1      438991.0      438991.0      438991      438991          0.0  PushPop  TSL:XlaPass:#name=triton-gemm-rewriter,module=jit_wrapper,program_id=14#          
      0.0           438869         24       18286.2       16275.5       15599       33083       4002.6  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((1,), (0,)), ((), ())) precision=…
      0.0           438732         24       18280.5       13826.0       13295       91984      15867.5  PushPop  TSL:XlaModule:#prefix=jit(integer_pow)/jit(main)/integer_pow[y=2],hlo_module=jit_…
      0.0           438618         24       18275.8       16085.5       15449       33503       4177.1  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((1,), (0,)), ((), ())) precision=…
      0.0           436206          1      436206.0      436206.0      436206      436206          0.0  PushPop  TSL:XlaPass:#name=convolution_4d_expander,module=jit_wrapper,program_id=42#       
      0.0           436186          2      218093.0      218093.0      200530      235656      24837.8  PushPop  TSL:XlaPass:#name=float_normalization,module=jit__threefry_split,program_id=2#    
      0.0           436035         23       18958.0       16682.0       15870       34836       4350.6  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((1,), (0,)), ((), ())) precision=…
      0.0           434803         23       18904.5       16591.0       15720       33894       4225.2  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((1,), (0,)), ((), ())) precision=…
      0.0           434663          1      434663.0      434663.0      434663      434663          0.0  PushPop  TSL:XlaPass:#name=comparison-expander,module=jit_wrapper,program_id=42#           
      0.0           432789          1      432789.0      432789.0      432789      432789          0.0  PushPop  TSL:XlaPass:#name=gpu_scatter_expander,module=jit_wrapper,program_id=42#          
      0.0           431487          1      431487.0      431487.0      431487      431487          0.0  PushPop  TSL:XlaPassPipeline:#name=collective-optimizations,module=jit__normal,program_id=…
      0.0           431267          2      215633.5      215633.5      198115      233152      24774.9  PushPop  TSL:XlaPassPipeline:#name=float_normalization,module=jit__threefry_split,program_…
      0.0           429813          1      429813.0      429813.0      429813      429813          0.0  PushPop  TSL:XlaPass:#name=eigh_expander,module=jit_wrapper,program_id=42#                 
      0.0           428762          1      428762.0      428762.0      428762      428762          0.0  PushPop  TSL:XlaPass:#name=rng-expander,module=jit_wrapper,program_id=42#                  
      0.0           427367         23       18581.2       16431.0       15570       33694       4162.8  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((1,), (0,)), ((), ())) precision=…
      0.0           426921         23       18561.8       16181.0       15509       33684       4174.9  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((1,), (0,)), ((), ())) precision=…
      0.0           426830          3      142276.7      169752.0       77447      179631      56361.0  PushPop  TSL:XlaCreateGpuExecutable:#module=jit_broadcast_in_dim#                          
      0.0           426497          1      426497.0      426497.0      426497      426497          0.0  PushPop  TSL:XlaPassPipeline:#name=collective-optimizations,module=jit__normal,program_id=…
      0.0           424584          1      424584.0      424584.0      424584      424584          0.0  PushPop  TSL:XlaPass:#name=host-offloader,module=jit__threefry_split,program_id=2#         
      0.0           424383          1      424383.0      424383.0      424383      424383          0.0  PushPop  TSL:XlaPass:#name=qr_expander,module=jit_wrapper,program_id=42#                   
      0.0           423862         23       18428.8       16201.0       15430       33163       4081.0  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((1,), (0,)), ((), ())) precision=…
      0.0           423841         23       18427.9       16070.0       15399       33273       4141.2  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((1,), (0,)), ((), ())) precision=…
      0.0           423632          1      423632.0      423632.0      423632      423632          0.0  PushPop  TSL:XlaPass:#name=stable-sort-expander,module=jit_wrapper,program_id=42#          
      0.0           422721          1      422721.0      422721.0      422721      422721          0.0  PushPop  TSL:XlaPass:#name=logistic-expander,module=jit_wrapper,program_id=42#             
      0.0           422479          1      422479.0      422479.0      422479      422479          0.0  PushPop  TSL:XlaPass:#name=dynamic-index-splitter,module=jit_wrapper,program_id=42#        
      0.0           422273         23       18359.7       16041.0       15380       33874       4265.6  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((1,), (0,)), ((), ())) precision=…
      0.0           421277          1      421277.0      421277.0      421277      421277          0.0  PushPop  TSL:XlaCreateGpuExecutable:#module=jit__unstack#                                  
      0.0           419334          1      419334.0      419334.0      419334      419334          0.0  PushPop  TSL:XlaPass:#name=rng-bit-generator-expander,module=jit_wrapper,program_id=42#    
      0.0           417050          1      417050.0      417050.0      417050      417050          0.0  PushPop  TSL:XlaCompileBackend:#module=jit_convert_element_type,program_id=13#             
      0.0           417000          1      417000.0      417000.0      417000      417000          0.0  PushPop  TSL:XlaPass:#name=operand_converter,module=jit_wrapper,program_id=14#             
      0.0           412270          1      412270.0      412270.0      412270      412270          0.0  PushPop  TSL:XlaPass:#name=stochastic_convert_decomposer,module=jit_wrapper,program_id=42# 
      0.0           407521          1      407521.0      407521.0      407521      407521          0.0  PushPop  TSL:XlaPass:#name=convolution_4d_expander,module=jit_wrapper,program_id=14#       
      0.0           404055          1      404055.0      404055.0      404055      404055          0.0  PushPop  TSL:XlaPass:#name=comparison-expander,module=jit_wrapper,program_id=14#           
      0.0           402833          1      402833.0      402833.0      402833      402833          0.0  PushPop  TSL:XlaPass:#name=gpu_scatter_expander,module=jit_wrapper,program_id=14#          
      0.0           400992         24       16708.0       13360.5       12574       79661      13517.6  PushPop  TSL:XlaModule:#prefix=jit(integer_pow)/jit(main)/integer_pow[y=2],hlo_module=jit_…
      0.0           400440         12       33370.0       28249.0       27822       83028      15707.7  PushPop  TSL:XlaPass:#name=zero_sized_hlo_elimination,module=jit__normal,program_id=4#     
      0.0           399686         24       16653.6       13245.0       12343       80503      13685.1  PushPop  TSL:XlaModule:#prefix=jit(integer_pow)/jit(main)/integer_pow[y=2],hlo_module=jit_…
      0.0           396911          1      396911.0      396911.0      396911      396911          0.0  PushPop  TSL:XlaPass:#name=algorithm-checker,module=jit_wrapper,program_id=42#             
      0.0           396508         24       16521.2       13951.5       11662       81795      14012.7  PushPop  TSL:XlaModule:#prefix=jit(_where)/jit(main),hlo_module=jit__where,program_id=29#  
      0.0           396060          1      396060.0      396060.0      396060      396060          0.0  PushPop  TSL:XlaPass:#name=qr_expander,module=jit_wrapper,program_id=14#                   
      0.0           395939          1      395939.0      395939.0      395939      395939          0.0  PushPop  TSL:XlaPass:#name=stable-sort-expander,module=jit_wrapper,program_id=14#          
      0.0           395729          1      395729.0      395729.0      395729      395729          0.0  PushPop  TSL:XlaPass:#name=eigh_expander,module=jit_wrapper,program_id=14#                 
      0.0           394987          1      394987.0      394987.0      394987      394987          0.0  PushPop  TSL:XlaPass:#name=rng-expander,module=jit_wrapper,program_id=14#                  
      0.0           393285          1      393285.0      393285.0      393285      393285          0.0  PushPop  TSL:XlaPass:#name=convert-memory-placement-to-internal-annotations,module=jit_wra…
      0.0           393164          1      393164.0      393164.0      393164      393164          0.0  PushPop  TSL:XlaPass:#name=rng-bit-generator-expander,module=jit_wrapper,program_id=14#    
      0.0           392853          1      392853.0      392853.0      392853      392853          0.0  PushPop  TSL:XlaPass:#name=logistic-expander,module=jit_wrapper,program_id=14#             
      0.0           387223          1      387223.0      387223.0      387223      387223          0.0  PushPop  TSL:XlaPass:#name=dot_sparsity_rewriter,module=jit_wrapper,program_id=14#         
      0.0           387123          1      387123.0      387123.0      387123      387123          0.0  PushPop  TSL:XlaCreateGpuExecutable:#module=jit__threefry_seed#                            
      0.0           385921          1      385921.0      385921.0      385921      385921          0.0  PushPop  TSL:XlaPass:#name=dot_sparsity_rewriter,module=jit_wrapper,program_id=42#         
      0.0           385600          1      385600.0      385600.0      385600      385600          0.0  PushPop  TSL:XlaPass:#name=dynamic-index-splitter,module=jit_wrapper,program_id=14#        
      0.0           383306          1      383306.0      383306.0      383306      383306          0.0  PushPop  TSL:XlaPass:#name=algorithm-checker,module=jit_wrapper,program_id=14#             
      0.0           381813          1      381813.0      381813.0      381813      381813          0.0  PushPop  TSL:XlaPass:#name=stochastic_convert_decomposer,module=jit_wrapper,program_id=14# 
      0.0           379107          1      379107.0      379107.0      379107      379107          0.0  PushPop  TSL:XlaPassPipeline:#name=fusion,module=jit_multiply,program_id=22#               
      0.0           377662         10       37766.2       37400.5       36599       40977       1305.8  PushPop  TSL:XlaPass:#name=scatter-slice-simplifier,module=jit__normal,program_id=4#       
      0.0           373948          1      373948.0      373948.0      373948      373948          0.0  PushPop  TSL:XlaPassPipeline:#name=address-computation,module=jit_wrapper,program_id=42#   
      0.0           371193          1      371193.0      371193.0      371193      371193          0.0  PushPop  TSL:XlaPass:#name=address-computation-fusion-rewriter,module=jit_wrapper,program_…
      0.0           370591          1      370591.0      370591.0      370591      370591          0.0  PushPop  TSL:XlaMemoryScheduler:#module=jit__threefry_split,program_id=2#                  
      0.0           366803         12       30566.9       24847.0       19577      103445      23032.0  PushPop  TSL:XlaPass:#name=constant_folding,module=jit__normal,program_id=4#               
      0.0           365742          1      365742.0      365742.0      365742      365742          0.0  PushPop  TSL:XlaPass:#name=convert-memory-placement-to-internal-annotations,module=jit_wra…
      0.0           360512          1      360512.0      360512.0      360512      360512          0.0  PushPop  TSL:XlaPassPipeline:#name=fusion,module=jit_multiply,program_id=19#               
      0.0           355942          4       88985.5       88342.0       73709      105549      13257.6  PushPop  TSL:XlaPass:#name=float-normalization-bf16,module=jit__normal,program_id=5#       
      0.0           355062         14       25361.6       22748.0        5400       79911      18022.1  PushPop  TSL:XlaPass:#name=algsimp,module=jit__std,program_id=44#                          
      0.0           352187          4       88046.8       89144.0       73208      100691      11641.6  PushPop  TSL:XlaPass:#name=float-normalization-bf16,module=jit__normal,program_id=4#       
      0.0           347477          1      347477.0      347477.0      347477      347477          0.0  PushPop  TSL:XlaPass:#name=cudnn_simplify_padding,module=jit__normal,program_id=5#         
      0.0           347148          2      173574.0      173574.0      169161      177987       6240.9  PushPop  TSL:XlaPass:#name=sanitize-constant-names,module=jit__normal,program_id=4#        
      0.0           345865          1      345865.0      345865.0      345865      345865          0.0  PushPop  TSL:XlaPassPipeline:#name=fusion,module=jit__mean,program_id=45#                  
      0.0           345204          2      172602.0      172602.0      168499      176705       5802.5  PushPop  TSL:XlaPass:#name=sanitize-constant-names,module=jit__normal,program_id=5#        
      0.0           342319          1      342319.0      342319.0      342319      342319          0.0  PushPop  TSL:XlaPass:#name=dynamic_padder,module=jit__threefry_split,program_id=2#         
      0.0           341737          1      341737.0      341737.0      341737      341737          0.0  PushPop  TSL:XlaCompileCudnnFusion:#module=jit_wrapper,program_id=14#                      
      0.0           335816          1      335816.0      335816.0      335816      335816          0.0  PushPop  TSL:XlaPass:#name=priority-fusion,module=jit_multiply,program_id=22#              
      0.0           331247          1      331247.0      331247.0      331247      331247          0.0  PushPop  TSL:XlaCompileCudnnFusion:#module=jit_wrapper,program_id=42#                      
      0.0           329632         24       13734.7       10244.5        9809       82295      14650.6  PushPop  TSL:XlaModule:#prefix=jit(add)/jit(main)/add,hlo_module=jit_add,program_id=28#    
      0.0           321168          1      321168.0      321168.0      321168      321168          0.0  PushPop  TSL:XlaPassPipeline:#name=fusion,module=jit_multiply,program_id=16#               
      0.0           320958          3      106986.0      107624.0      105079      108255       1681.4  PushPop  TSL:XlaPass:#name=cublas-pad-for-gemms,module=jit_wrapper,program_id=42#          
      0.0           320807          1      320807.0      320807.0      320807      320807          0.0  PushPop  TSL:XlaPassPipeline:#name=post-layout_assignment,module=jit__std,program_id=44#   
      0.0           318833          1      318833.0      318833.0      318833      318833          0.0  PushPop  TSL:XlaPass:#name=topk-rewriter,module=jit_wrapper,program_id=42#                 
      0.0           318353          1      318353.0      318353.0      318353      318353          0.0  PushPop  TSL:XlaPassPipeline:#name=fusion,module=jit__where,program_id=29#                 
      0.0           318295         24       13262.3       12003.0       10150       40697       6027.0  PushPop  TSL:Thunk:#name=,hlo_op=loop_compare_fusion#                                      
      0.0           312542          1      312542.0      312542.0      312542      312542          0.0  PushPop  TSL:XlaPass:#name=priority-fusion,module=jit_multiply,program_id=19#              
      0.0           311510          1      311510.0      311510.0      311510      311510          0.0  PushPop  TSL:XlaPassPipeline:#name=optimization,module=jit_tree_bias_correction,program_id…
      0.0           309376          1      309376.0      309376.0      309376      309376          0.0  PushPop  TSL:XlaCreateGpuExecutable:#module=jit__mean#                                     
      0.0           303053          3      101017.7      100059.0       99939      103055       1765.4  PushPop  TSL:XlaPass:#name=cublas-pad-for-gemms,module=jit_wrapper,program_id=14#          
      0.0           301501          1      301501.0      301501.0      301501      301501          0.0  PushPop  TSL:XlaPassPipeline:#name=optimization,module=jit_multiply,program_id=22#         
      0.0           298255          1      298255.0      298255.0      298255      298255          0.0  PushPop  TSL:XlaPass:#name=priority-fusion,module=jit__mean,program_id=45#                 
      0.0           297834          1      297834.0      297834.0      297834      297834          0.0  PushPop  TSL:XlaPassPipeline:#name=optimization,module=jit_multiply,program_id=16#         
      0.0           297113          1      297113.0      297113.0      297113      297113          0.0  PushPop  TSL:XlaPassPipeline:#name=optimization,module=jit_multiply,program_id=19#         
      0.0           293916          1      293916.0      293916.0      293916      293916          0.0  PushPop  TSL:XlaPassPipeline:#name=GPU-ir-emit-prepare,module=jit_tree_bias_correction,pro…
      0.0           291522          1      291522.0      291522.0      291522      291522          0.0  PushPop  TSL:XlaPass:#name=topk-rewriter,module=jit_wrapper,program_id=14#                 
      0.0           287324          1      287324.0      287324.0      287324      287324          0.0  PushPop  TSL:XlaPassPipeline:#name=fusion,module=jit_less,program_id=27#                   
      0.0           286901         24       11954.2        9849.0        5731       42049       8379.8  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((3,), (0,)), ((), ())) precision=…
      0.0           284589          1      284589.0      284589.0      284589      284589          0.0  PushPop  TSL:XlaPassPipeline:#name=remat-pipeline,module=jit__threefry_split,program_id=2# 
      0.0           284286         24       11845.3       10900.5        8837       43322       6841.9  PushPop  TSL:Thunk:#name=,hlo_op=loop_select_fusion#                                       
      0.0           280363         48        5840.9        5380.5        4759       12073       1401.3  PushPop  TSL:Thunk:#name=div,hlo_op=input_slice_fusion#                                    
      0.0           279680          1      279680.0      279680.0      279680      279680          0.0  PushPop  TSL:XlaPass:#name=priority-fusion,module=jit__where,program_id=29#                
      0.0           279641         10       27964.1       26244.5       24547       35347       3818.9  PushPop  TSL:XlaPass:#name=simplify-while-loops,module=jit__normal,program_id=4#           
      0.0           279317         26       10743.0        6382.0        4819       85792      16067.8  PushPop  TSL:Thunk:#name=,hlo_op=input_concatenate_fusion#                                 
      0.0           279159          1      279159.0      279159.0      279159      279159          0.0  PushPop  TSL:XlaCreateGpuExecutable:#module=jit_less#                                      
      0.0           276704          1      276704.0      276704.0      276704      276704          0.0  PushPop  TSL:XlaPassPipeline:#name=optimization,module=jit_add,program_id=34#              
      0.0           275341          1      275341.0      275341.0      275341      275341          0.0  PushPop  TSL:XlaPass:#name=priority-fusion,module=jit_multiply,program_id=16#              
      0.0           273769          1      273769.0      273769.0      273769      273769          0.0  PushPop  TSL:XlaPassPipeline:#name=fusion,module=jit_add,program_id=34#                    
      0.0           269240          1      269240.0      269240.0      269240      269240          0.0  PushPop  TSL:XlaEmitLlvmIr:#module=jit__std,program_id=44#                                 
      0.0           269089         11       24462.6       25819.0       15309       32281       5084.9  PushPop  TSL:XlaPass:#name=reshape-mover,module=jit__normal,program_id=4#                  
      0.0           267477          6       44579.5       45671.5       21210       57068      13350.7  PushPop  TSL:XlaModule:#hlo_module=jit_convert_element_type,program_id=7#                  
      0.0           265691         24       11070.5       11892.5        6743       14688       2024.8  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((1,), (0,)), ((), ())) precision=…
      0.0           264341          2      132170.5      132170.5      129455      134886       3840.3  PushPop  TSL:XlaPass:#name=sanitize-constant-names,module=jit__normal,program_id=6#        
      0.0           263379         24       10974.1       11877.0        6442       14618       2171.5  PushPop  TSL:Thunk:#name=,hlo_op=loop_cosine_exponential_minus_one_fusion#                 
      0.0           259101          1      259101.0      259101.0      259101      259101          0.0  PushPop  TSL:XlaPassPipeline:#name=conv_canonicalization,module=jit__std,program_id=44#    
      0.0           259010          1      259010.0      259010.0      259010      259010          0.0  PushPop  TSL:XlaPass:#name=all-reduce-promotion,module=jit_wrapper,program_id=42#          
      0.0           258970          1      258970.0      258970.0      258970      258970          0.0  PushPop  TSL:XlaPass:#name=sharding-remover,module=jit_wrapper,program_id=42#              
      0.0           258680          1      258680.0      258680.0      258680      258680          0.0  PushPop  TSL:XlaPassPipeline:#name=optimization,module=jit__threefry_seed,program_id=1#    
      0.0           258228          1      258228.0      258228.0      258228      258228          0.0  PushPop  TSL:XlaPass:#name=rematerialization,module=jit__threefry_split,program_id=2#      
      0.0           255634          1      255634.0      255634.0      255634      255634          0.0  PushPop  TSL:XlaPassPipeline:#name=optimization,module=jit_add,program_id=20#              
      0.0           255603          1      255603.0      255603.0      255603      255603          0.0  PushPop  TSL:XlaPass:#name=priority-fusion,module=jit_less,program_id=27#                  
      0.0           250694          1      250694.0      250694.0      250694      250694          0.0  PushPop  TSL:XlaPassPipeline:#name=collective-optimizations,module=jit__normal,program_id=…
      0.0           250634          1      250634.0      250634.0      250634      250634          0.0  PushPop  TSL:XlaPassPipeline:#name=optimization,module=jit_convert_element_type,program_id…
      0.0           249763          1      249763.0      249763.0      249763      249763          0.0  PushPop  TSL:XlaPassPipeline:#name=hlo normalization,module=jit__std,program_id=44#        
      0.0           247689          1      247689.0      247689.0      247689      247689          0.0  PushPop  TSL:XlaPass:#name=cudnn_simplify_padding,module=jit__normal,program_id=4#         
      0.0           246927          1      246927.0      246927.0      246927      246927          0.0  PushPop  TSL:XlaPass:#name=gpu-conv-algorithm-picker,module=jit_wrapper,program_id=42#     
      0.0           246377          1      246377.0      246377.0      246377      246377          0.0  PushPop  TSL:XlaCreateGpuExecutable:#module=jit__where#                                    
      0.0           246307          1      246307.0      246307.0      246307      246307          0.0  PushPop  TSL:XlaPassPipeline:#name=optimization,module=jit__unstack,program_id=3#          
      0.0           245765          1      245765.0      245765.0      245765      245765          0.0  PushPop  TSL:XlaPassPipeline:#name=optimization,module=jit_add,program_id=17#              
      0.0           239062          1      239062.0      239062.0      239062      239062          0.0  PushPop  TSL:XlaPass:#name=simplification,module=jit__mean,program_id=45#                  
      0.0           238040          1      238040.0      238040.0      238040      238040          0.0  PushPop  TSL:XlaEmitLlvmIr:#module=jit_tree_bias_correction,program_id=30#                 
      0.0           237901          1      237901.0      237901.0      237901      237901          0.0  PushPop  TSL:XlaPass:#name=all-reduce-promotion,module=jit_wrapper,program_id=14#          
      0.0           236868          1      236868.0      236868.0      236868      236868          0.0  PushPop  TSL:XlaPassPipeline:#name=optimization,module=jit_convert_element_type,program_id…
      0.0           236778          1      236778.0      236778.0      236778      236778          0.0  PushPop  TSL:XlaPass:#name=reduce-scatter-creator,module=jit_wrapper,program_id=42#        
      0.0           235686          1      235686.0      235686.0      235686      235686          0.0  PushPop  TSL:XlaPassPipeline:#name=fusion,module=jit_add,program_id=37#                    
      0.0           235596          1      235596.0      235596.0      235596      235596          0.0  PushPop  TSL:XlaPass:#name=sharding-remover,module=jit_wrapper,program_id=14#              
      0.0           233712          1      233712.0      233712.0      233712      233712          0.0  PushPop  TSL:XlaPassPipeline:#name=post-layout_assignment,module=jit__mean,program_id=45#  
      0.0           233502          1      233502.0      233502.0      233502      233502          0.0  PushPop  TSL:XlaPass:#name=copy_fusion,module=jit_wrapper,program_id=14#                   
      0.0           232199          1      232199.0      232199.0      232199      232199          0.0  PushPop  TSL:XlaPassPipeline:#name=optimization,module=jit__where,program_id=29#           
      0.0           232139          1      232139.0      232139.0      232139      232139          0.0  PushPop  TSL:XlaPassPipeline:#name=GPU-ir-emit-prepare,module=jit__std,program_id=44#      
      0.0           231007          1      231007.0      231007.0      231007      231007          0.0  PushPop  TSL:XlaPassPipeline:#name=post-layout_assignment,module=jit_tree_bias_correction,…
      0.0           230677          1      230677.0      230677.0      230677      230677          0.0  PushPop  TSL:XlaPassPipeline:#name=optimization,module=jit_add,program_id=31#              
      0.0           230617          1      230617.0      230617.0      230617      230617          0.0  PushPop  TSL:XlaPass:#name=all-reduce-folder,module=jit_wrapper,program_id=42#             
      0.0           229244          1      229244.0      229244.0      229244      229244          0.0  PushPop  TSL:XlaPassPipeline:#name=post-fusion-collectives optimization,module=jit_wrapper…
      0.0           229024          1      229024.0      229024.0      229024      229024          0.0  PushPop  TSL:XlaPassPipeline:#name=post-fusion-collectives optimization,module=jit_wrapper…
      0.0           228292          1      228292.0      228292.0      228292      228292          0.0  PushPop  TSL:XlaPass:#name=gpu-conv-algorithm-picker,module=jit_wrapper,program_id=14#     
      0.0           227661          1      227661.0      227661.0      227661      227661          0.0  PushPop  TSL:XlaPass:#name=priority-fusion,module=jit_add,program_id=34#                   
      0.0           227611          1      227611.0      227611.0      227611      227611          0.0  PushPop  TSL:XlaPass:#name=copy-insertion,module=jit_tree_bias_correction,program_id=30#   
      0.0           227521         10       22752.1       22297.5       21250       25217       1321.3  PushPop  TSL:XlaPass:#name=bitcast_dtypes_expander,module=jit__normal,program_id=4#        
      0.0           227340          1      227340.0      227340.0      227340      227340          0.0  PushPop  TSL:XlaPass:#name=hlo-verifier,module=jit__normal,program_id=4#                   
      0.0           227270          1      227270.0      227270.0      227270      227270          0.0  PushPop  TSL:XlaPass:#name=reduce-scatter-reassociate,module=jit_wrapper,program_id=42#    
      0.0           226709          1      226709.0      226709.0      226709      226709          0.0  PushPop  TSL:XlaPassPipeline:#name=optimization,module=jit_less,program_id=27#             
      0.0           224886          4       56221.5       55800.5       54724       58561       1796.1  PushPop  TSL:XlaPass:#name=float-normalization-bf16,module=jit__normal,program_id=6#       
      0.0           224234          1      224234.0      224234.0      224234      224234          0.0  PushPop  TSL:XlaPass:#name=hlo-verifier,module=jit__normal,program_id=5#                   
      0.0           224078         23        9742.5       10419.0        6663       12354       1586.8  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((1,), (0,)), ((), ())) precision=…
      0.0           223824         10       22382.4       22066.5       21211       24637       1093.1  PushPop  TSL:XlaPass:#name=slice-sinker,module=jit__normal,program_id=4#                   
      0.0           222572          1      222572.0      222572.0      222572      222572          0.0  PushPop  TSL:XlaPass:#name=reduce-scatter-creator,module=jit_wrapper,program_id=14#        
      0.0           222141          1      222141.0      222141.0      222141      222141          0.0  PushPop  TSL:XlaPassPipeline:#name=optimization,module=jit_sqrt,program_id=32#             
      0.0           222100         24        9254.2        9287.5        5400       19657       2883.6  PushPop  TSL:Thunk:#name=dot_general[dimension_numbers=(((2,), (0,)), ((), ())) precision=…
      0.0           220658          1      220658.0      220658.0      220658      220658          0.0  PushPop  TSL:XlaPassPipeline:#name=optimization,module=jit_add,program_id=28#              
      0.0           219636          1      219636.0      219636.0      219636      219636          0.0  PushPop  TSL:XlaPassPipeline:#name=optimization,module=jit_add,program_id=23#              
      0.0           217693          2      108846.5      108846.5       80503      137190      40083.8  PushPop  TSL:XlaPassPipeline:#name=simplification,module=jit__mean,program_id=45#          
      0.0           217312          1      217312.0      217312.0      217312      217312          0.0  PushPop  TSL:XlaPassPipeline:#name=optimization,module=jit_convert_element_type,program_id…
      0.0           217271         12       18105.9       18525.0       13105       20218       2095.8  PushPop  TSL:XlaPass:#name=tuple-simplifier,module=jit__normal,program_id=4#               
      0.0           216650          1      216650.0      216650.0      216650      216650          0.0  PushPop  TSL:XlaPassPipeline:#name=optimization,module=jit_integer_pow,program_id=24#      
      0.0           216270          1      216270.0      216270.0      216270      216270          0.0  PushPop  TSL:XlaPassPipeline:#name=post-layout_assignment,module=jit_multiply,program_id=1…
